issued_year,issn,articles,oa
2015,1874-7787,133,11
2015,1573-5214,14,1
2015,1569-1993,642,5
2015,0008-8846,200,3
2015,0010-4655,301,13
2015,0022-1996,90,4
2015,0031-9422,302,10
2015,0048-3575,134,2
2015,0049-089X,181,2
2015,0160-2527,76,6
2015,0160-7383,120,2
2015,0165-2125,107,3
2015,0169-023X,42,1
2015,0171-9335,71,5
2015,0188-4409,111,2
2015,0193-3973,48,0
2015,0278-6125,123,0
2015,0363-0188,62,0
2015,0378-3812,363,2
2015,0378-3839,111,1
2015,0749-0704,72,0
2015,0749-6036,575,2
2015,0933-3657,59,2
2015,0953-6205,200,2
2015,1053-8100,226,18
2015,1096-4959,102,1
2015,1134-5934,44,0
2015,1350-4495,256,2
2015,1879-4068,64,1
2015,1883-1958,42,0
2015,2210-6707,134,8
2015,2352-2267,14,1
2015,0141-1136,139,6
2015,0141-9382,63,0
2015,0167-4048,110,2
2015,1574-1192,118,2
2015,2095-4956,107,0
2015,1043-951X,96,3
2015,2211-9264,240,13
2015,1071-5797,97,1
2015,0001-8686,126,1
2015,0003-9861,260,10
2015,0142-9418,214,0
2015,0149-2918,761,44
2015,0160-791X,65,1
2015,0167-9236,116,2
2015,0305-1978,281,1
2015,0305-4179,292,3
2015,0889-8588,106,0
2015,0890-4065,62,1
2015,0890-6955,138,2
2015,0924-2244,147,6
2015,0932-4739,54,1
2015,0966-9795,208,0
2015,0967-0661,171,0
2015,0969-5931,93,6
2015,1044-5323,50,1
2015,1077-3142,135,0
2015,1087-1845,166,33
2015,1089-3261,65,0
2015,1092-9134,86,0
2015,1347-4367,66,0
2015,1353-8020,327,6
2015,1359-0294,52,3
2015,1359-5113,285,2
2015,1441-3523,60,0
2015,1537-5110,164,1
2015,1558-7673,155,4
2015,1567-1348,377,21
2015,1756-2317,78,1
2015,1871-1413,281,3
2015,2212-9588,40,1
2015,2214-790X,96,0
2015,0143-4160,103,9
2015,0927-5371,63,3
2015,2352-0124,56,3
2015,0925-4773,74,7
2015,0019-3577,66,1
2015,0393-0440,211,0
2015,0885-064X,53,1
2015,0013-7952,269,7
2015,0022-5193,515,33
2015,0093-6413,115,1
2015,0095-4470,58,5
2015,0166-4972,48,3
2015,0266-352X,203,2
2015,0301-472X,404,8
2015,0939-3625,42,0
2015,0958-2592,53,0
2015,0959-3780,155,26
2015,0997-7538,146,2
2015,1043-2760,98,1
2015,1047-8477,200,19
2015,1056-8719,236,7
2015,1355-0306,86,1
2015,1474-4422,293,16
2015,1526-0542,63,1
2015,1567-4223,58,0
2015,1617-1381,77,2
2015,1619-9987,79,1
2015,1636-6522,74,0
2015,1755-5345,18,1
2015,1877-7503,121,6
2015,1878-7886,109,16
2015,2212-6570,24,0
2015,2212-9820,52,1
2015,2352-4928,66,1
2015,2387-0206,365,0
2015,0146-2806,60,0
2015,1309-1042,125,80
2015,2212-8689,13,0
2015,0278-4165,66,2
2015,2405-4569,38,3
2015,2211-3681,51,17
2015,0021-8502,107,9
2015,0927-6505,121,3
2015,2214-4048,32,0
2015,0166-8641,322,1
2015,0166-218X,300,1
2015,0005-7967,138,14
2015,0016-7061,250,7
2015,0065-1281,103,4
2015,0143-4179,60,0
2015,0167-6636,173,1
2015,0197-0186,151,4
2015,0377-8398,41,2
2015,0882-4010,127,0
2015,0923-1811,185,4
2015,0925-5214,183,1
2015,0966-3274,62,1
2015,1342-937X,204,7
2015,1360-8592,122,0
2015,1438-4639,84,7
2015,1477-8424,34,1
2015,1556-8598,59,0
2015,1773-2247,129,1
2015,2214-8604,41,3
2015,0025-7753,385,1
2015,0167-8442,93,0
2015,0957-4158,117,2
2015,1631-0721,68,0
2015,0968-0004,95,1
2015,0005-2728,157,8
2015,2211-5684,193,1
2015,0014-4835,206,12
2015,0019-0578,226,1
2015,0019-8501,155,6
2015,0025-3227,132,9
2015,0033-3182,119,1
2015,0040-5957,73,0
2015,0047-2352,61,0
2015,0165-9936,194,4
2015,0166-2236,89,3
2015,0301-0082,55,3
2015,0733-8627,82,0
2015,0894-1777,276,5
2015,0962-6298,73,6
2015,0968-4328,138,2
2015,1130-8621,70,0
2015,1162-9088,33,0
2015,1389-9341,126,1
2015,1441-3582,45,1
2015,1573-4277,44,1
2015,1642-3593,21,0
2015,0301-9268,286,1
2015,0893-6080,167,7
2015,0146-6410,19,0
2015,0014-4800,189,2
2015,0038-0121,23,0
2015,0039-6109,124,0
2015,0167-2789,124,4
2015,0167-6296,106,3
2015,0167-8116,56,1
2015,0190-0528,52,2
2015,0210-5691,115,0
2015,0313-5926,41,0
2015,0739-8859,50,0
2015,0898-6568,263,19
2015,0921-8890,201,9
2015,0923-2508,102,7
2015,0963-8687,34,0
2015,1040-2608,31,3
2015,1462-3889,107,4
2015,1471-0153,127,1
2015,1521-6918,91,0
2015,1616-5047,83,1
2015,1631-0691,125,0
2015,1746-0689,57,1
2015,1874-4907,27,0
2015,2211-6923,33,3
2015,2211-6958,32,0
2015,2352-0817,74,0
2015,2352-3018,141,7
2015,2405-8033,35,0
2015,0308-521X,153,9
2015,1434-4610,46,3
2015,1567-5394,135,1
2015,2213-3054,27,8
2015,1878-6146,111,3
2015,2212-1099,67,3
2015,2058-5349,38,0
2015,0007-4497,39,0
2016,0011-8532,74,0
2016,0014-3855,89,0
2016,0016-3287,94,5
2016,0027-9684,43,0
2016,0031-4056,26,1
2016,0094-1190,50,0
2016,0165-4896,70,1
2016,0166-6851,76,14
2016,0167-6377,162,2
2016,0169-5002,434,11
2016,0214-9168,55,0
2016,0278-4254,42,0
2016,0300-483X,159,7
2016,0732-118X,32,0
2016,0740-2570,71,0
2016,0891-0618,109,1
2016,0891-5245,123,0
2016,0958-3947,59,2
2016,1042-3680,71,0
2016,1056-4993,77,1
2016,1146-609X,100,1
2016,1350-4177,284,0
2016,1471-5953,156,3
2016,1553-8389,120,2
2016,1871-403X,104,0
2016,2212-1447,34,0
2016,2352-5509,32,3
2016,2352-5525,90,0
2016,0743-7315,88,2
2016,1047-3203,286,0
2016,1526-6125,136,1
2016,0914-5087,194,0
2016,1631-0683,93,20
2016,0747-7171,92,2
2016,1570-8667,21,2
2016,0024-6301,52,1
2016,0031-9422,184,5
2016,0141-1136,141,4
2016,0163-6383,76,4
2016,0165-2427,155,9
2016,0167-6393,90,4
2016,0263-7863,132,1
2016,0300-2896,232,0
2016,0304-3770,73,1
2016,0304-405X,123,4
2016,0308-521X,122,12
2016,0740-0020,184,5
2016,0920-5489,79,0
2016,0921-4488,264,4
2016,0921-5107,155,0
2016,0952-7915,118,9
2016,0965-206X,40,3
2016,0965-9978,127,1
2016,0966-6923,194,11
2016,1075-9964,152,8
2016,1642-3593,33,0
2016,1734-1140,196,0
2016,1751-9918,82,4
2016,1756-2317,77,2
2016,1871-1413,222,2
2016,0079-6611,90,8
2016,2214-7144,121,0
2016,1878-5409,114,4
2016,0022-0000,77,1
2016,0167-6423,93,2
2016,0005-7894,79,2
2016,0014-4894,184,5
2016,0033-0620,87,3
2016,0048-3575,118,0
2016,0167-4943,160,5
2016,0893-6080,143,4
2016,0899-5885,60,0
2016,0958-2592,47,0
2016,1048-6666,45,0
2016,1054-8807,92,3
2016,1365-1609,185,1
2016,1550-8307,93,0
2016,1567-4223,60,0
2016,2095-4964,56,0
2016,2213-0764,69,4
2016,2213-624X,41,0
2016,2214-3912,44,1
2016,2352-0817,85,0
2016,1095-6433,152,2
2016,1322-7696,52,0
2016,1350-9462,47,3
2016,1571-0645,139,1
2016,2211-3681,73,3
2016,0168-0102,129,16
2016,2214-4048,9,0
2016,0037-1963,74,0
2016,0146-2806,46,0
2016,0166-2236,84,12
2016,0168-1699,311,7
2016,0169-2046,138,10
2016,0272-7358,84,8
2016,0883-9417,142,3
2016,0927-6505,115,1
2016,0939-4753,149,9
2016,0959-4388,139,8
2016,0965-2299,136,10
2016,1092-9134,87,1
2016,1387-6473,5,0
2016,1557-5063,68,0
2016,1569-9048,182,3
2016,1744-165X,68,0
2016,2352-507X,25,0
2016,0301-4681,56,0
2016,2213-1388,67,3
2016,2352-5568,96,0
2016,0167-5877,253,21
2016,1087-1845,96,14
2016,2058-5349,74,0
2016,0885-064X,51,0
2016,0039-6257,69,0
2016,0049-089X,94,3
2016,0167-4048,104,6
2016,0167-8191,81,1
2016,0169-8141,117,1
2016,0271-5317,156,5
2016,0378-5955,219,23
2016,0940-9602,147,2
2016,0945-053X,80,13
2016,1036-7314,86,3
2016,1057-5219,159,7
2016,1134-5934,32,1
2016,1441-3582,55,0
2016,1755-4586,50,2
2016,1934-5925,146,1
2016,2352-152X,113,4
2016,0306-9192,94,17
2016,0736-5853,104,1
2016,1094-9968,29,1
2016,0925-4773,35,4
2016,1631-0705,98,60
2016,2352-3522,23,2
2016,0007-4551,206,0
2016,0093-6413,127,0
2016,0168-1591,225,8
2016,0172-2190,59,1
2016,1044-5005,28,0
2016,1090-9443,53,2
2016,1389-5567,23,0
2016,1526-0542,76,0
2016,1878-7789,31,0
2016,2212-6570,21,0
2016,2213-9095,20,1
2016,2214-5524,30,1
2016,2214-5745,118,7
2016,2405-9390,31,1
2016,1476-9271,136,3
2016,2352-4677,54,4
2016,2352-3808,30,2
2016,1359-0294,82,3
2016,0021-9924,46,0
2016,0032-0633,158,12
2016,0075-9511,53,1
2016,0146-6410,28,0
2016,0885-2014,51,3
2016,0966-842X,119,6
2016,1051-2276,97,2
2016,1158-1360,44,0
2016,1162-9088,36,0
2016,1353-8292,106,14
2016,1617-1381,79,3
2016,2211-3649,62,1
2016,2212-4284,24,0
2016,2352-2267,21,0
2016,0146-6380,142,4
2016,0969-6997,140,2
2016,1350-4487,189,3
2016,1631-0691,82,27
2016,0034-5288,198,6
2016,0165-1889,111,1
2016,0169-5347,160,7
2016,0969-5931,117,1
2016,0973-0826,70,5
2016,1466-8564,273,2
2016,2211-6753,60,2
2016,2468-1709,27,1
2016,0144-8609,50,8
2016,0024-3841,95,7
2016,0029-6554,117,1
2016,0095-5108,85,0
2016,0166-0462,70,1
2016,0176-2680,55,13
2016,0734-9750,97,3
2016,0899-8256,103,1
2016,0954-349X,30,0
2016,1073-8746,53,0
2016,1269-1763,27,0
2016,1570-6443,48,1
2016,1755-599X,77,3
2016,1874-3900,212,1
2016,1875-9637,61,5
2016,1896-1126,55,0
2016,2212-4926,37,5
2016,2405-4526,39,2
2016,2451-8476,25,0
2016,0191-2615,197,3
2016,0892-0362,67,1
2016,0922-1425,23,0
2016,0966-3274,57,2
2016,1932-2275,77,0
2016,2212-0955,36,3
2016,1879-7296,138,0
2016,0040-5809,54,5
2016,0304-4203,75,5
2016,0889-9746,159,5
2016,0963-8687,33,0
2016,1087-0792,80,7
2016,0143-4160,78,7
2016,0304-422X,42,3
2016,0887-7963,45,3
2016,0022-0736,206,7
2016,0160-791X,57,1
2016,0193-3973,53,5
2016,0306-4573,75,3
2016,0388-0001,54,1
2016,0997-7538,129,0
2016,1047-9651,76,0
2016,1089-3261,70,2
2016,1349-0079,29,2
2016,1572-5286,46,1
2016,1369-8478,175,6
2016,0038-0121,31,0
2016,0079-6425,51,2
2016,0924-7963,137,7
2016,1472-9792,156,18
2016,1740-1445,101,0
2016,1815-5669,20,0
2016,2352-2496,20,0
2016,1089-2516,52,0
2016,1521-6918,87,0
2016,1532-3382,112,1
2016,1877-5756,54,2
2016,2212-4438,25,0
2016,1871-1871,83,6
2016,1873-9652,61,6
2016,0888-7543,67,5
2017,0022-5096,209,13
2017,0027-9684,55,0
2017,0095-8956,87,2
2017,0305-4403,117,10
2017,0885-2006,54,2
2017,1068-5200,160,2
2017,1096-7176,154,18
2017,1360-1385,127,7
2017,1566-2535,78,2
2017,2405-8297,92,1
2017,0011-3840,60,1
2017,0160-2527,65,3
2017,0163-7827,20,2
2017,0165-9936,185,5
2017,0300-483X,200,11
2017,0301-7516,144,0
2017,0376-0421,42,1
2017,0379-6779,240,1
2017,0733-5210,206,4
2017,0891-5245,132,0
2017,0926-9851,238,4
2017,1042-4431,86,1
2017,1057-5219,90,2
2017,1158-1360,40,0
2017,1341-321X,167,3
2017,1383-5742,44,3
2017,1755-599X,73,2
2017,2214-790X,107,1
2017,2451-9022,128,5
2017,0921-8890,227,11
2017,2352-0817,77,3
2017,0739-7240,57,2
2017,1877-959X,142,6
2017,0010-0285,36,5
2017,0079-6611,112,14
2017,0889-9746,154,6
2017,0973-0826,68,4
2017,2352-0124,81,1
2017,0022-4375,94,5
2017,0166-3615,65,0
2017,0167-4870,91,3
2017,0305-7372,129,23
2017,0308-5961,97,2
2017,0891-4222,216,14
2017,0921-4534,123,0
2017,0926-2245,98,1
2017,0928-7655,43,0
2017,0964-3397,108,0
2017,1084-9521,214,23
2017,0887-2171,55,2
2017,0168-1605,348,11
2017,0022-2011,157,3
2017,0198-9715,109,14
2017,0927-6505,81,3
2017,1080-6032,136,0
2017,1120-1797,585,11
2017,1350-4495,250,2
2017,1616-5047,78,0
2017,2211-2669,12,0
2017,0301-4622,134,1
2017,0303-8467,266,3
2017,0922-1425,27,1
2017,0936-6555,279,9
2017,0954-349X,37,1
2017,0955-5986,112,3
2017,1130-8621,76,1
2017,1355-0306,84,7
2017,1389-0417,70,3
2017,1566-0141,48,0
2017,1619-9987,74,0
2017,1877-0320,285,0
2017,2213-3984,36,0
2017,2214-5796,24,0
2017,2405-6758,18,2
2017,2452-2929,29,3
2017,0142-0615,234,6
2017,1631-0713,58,15
2017,0895-6111,58,2
2017,0002-9297,208,30
2017,0966-3274,47,5
2017,0888-7543,60,3
2017,0190-0528,27,6
2017,0743-7315,171,3
2017,1051-2004,197,0
2017,1551-7136,78,1
2017,2452-3100,131,20
2017,0264-9993,249,6
2017,0306-4379,120,1
2017,0889-4906,36,1
2017,1050-1738,130,1
2017,1146-609X,79,0
2017,1542-0124,64,5
2017,1553-8389,166,3
2017,1568-9972,153,11
2017,1572-3089,86,2
2017,2211-6958,61,0
2017,0024-6301,68,2
2017,1875-0672,30,0
2017,2452-3186,30,0
2017,0034-6667,108,4
2017,0148-6195,35,0
2017,0197-4572,138,5
2017,0388-0001,73,0
2017,0966-842X,118,4
2017,1089-3261,74,0
2017,1477-3880,20,0
2017,1538-5442,70,0
2017,1567-4223,46,1
2017,1755-4586,63,4
2017,1931-7204,184,0
2017,2095-4964,59,0
2017,0005-7894,72,1
2017,0026-2862,74,2
2017,0147-1767,52,0
2017,0167-6105,186,12
2017,0306-4573,77,3
2017,0378-3758,97,0
2017,0959-289X,100,0
2017,1094-9968,33,1
2017,0160-7383,117,4
2017,0167-2789,102,4
2017,0143-4160,90,7
2017,0011-5029,83,1
2017,0040-6031,229,3
2017,0045-2068,192,0
2017,0167-9260,120,0
2017,0266-6138,164,6
2017,0370-1573,51,6
2017,0952-3278,77,5
2017,0958-2592,49,0
2017,1051-1377,24,1
2017,1077-3142,158,4
2017,1462-3889,86,3
2017,1627-4830,76,0
2017,1877-3435,109,11
2017,1877-5845,22,1
2017,1938-9736,35,0
2017,2211-4645,57,2
2017,2212-828X,30,2
2017,2214-7993,110,1
2017,0079-6700,48,1
2017,1743-9671,91,1
2017,1631-0683,84,18
2017,2210-4224,39,12
2017,0960-7404,74,1
2017,1046-5928,193,7
2017,0033-0620,97,3
2017,0079-6425,42,6
2017,0195-9255,98,3
2017,0944-7113,161,5
2017,0955-7997,173,0
2017,0969-6997,133,1
2017,1366-5545,132,0
2017,1386-5056,186,10
2017,1548-5595,73,1
2017,1556-8598,62,0
2017,1573-4277,51,1
2017,2212-1447,58,0
2017,1871-6784,93,1
2017,1574-9541,78,1
2017,1471-4892,121,4
2017,1567-5394,75,1
2017,1878-1241,40,0
2017,0959-1524,106,2
2017,2058-5349,70,0
2017,0141-9382,47,2
2017,0723-2020,70,4
2017,0963-8687,32,2
2017,1642-431X,54,0
2017,1740-1445,87,1
2017,1874-9399,126,5
2017,1879-9817,50,2
2017,2352-2496,39,1
2017,8755-4615,43,0
2017,0160-2896,84,6
2017,1535-6108,172,17
2017,0011-8532,71,0
2017,0021-7824,68,2
2017,0093-934X,132,7
2017,0263-8231,339,3
2017,0272-4944,114,2
2017,0272-7757,67,0
2017,0304-3932,62,1
2017,0733-8635,78,2
2017,0890-6955,98,1
2017,0891-0618,71,0
2017,1041-6080,138,3
2017,1042-9573,28,0
2017,1087-1845,80,15
2017,1094-6950,73,3
2017,1361-8415,148,12
2017,1755-2966,41,1
2017,2214-8604,117,13
2017,1433-8319,45,0
2017,1359-0286,29,0
2017,0031-4056,40,1
2017,0165-1889,115,0
2017,0378-3782,137,2
2017,0733-8627,83,0
2017,1036-7314,142,1
2017,1090-9516,67,4
2017,1364-6613,121,5
2017,1466-853X,160,1
2017,1473-8376,38,0
2017,1755-5817,60,1
2017,1871-403X,91,0
2017,0014-4894,157,6
2017,0146-0005,103,0
2017,0732-118X,43,1
2017,0946-672X,173,5
2017,1058-9813,80,1
2017,2210-9706,30,1
2017,2214-2894,63,0
2017,1874-4907,111,0
2017,1879-7296,106,0
2017,2212-1099,62,0
2017,2211-3681,67,0
2018,0030-4387,52,1
2018,0033-0620,101,3
2018,0037-1963,45,2
2018,0121-8123,46,1
2018,0142-694X,53,7
2018,0163-7258,160,17
2018,0165-5876,468,3
2018,0166-0934,196,19
2018,0167-6296,100,15
2018,0168-0072,58,1
2018,0168-0102,105,7
2018,0262-8856,77,1
2018,0305-7488,108,3
2018,0308-0161,140,3
2018,0368-2048,110,5
2018,0378-8733,87,6
2018,0883-0355,85,6
2018,0883-2927,263,17
2018,0885-2006,101,4
2018,0889-4906,33,0
2018,0952-1976,211,4
2018,0965-1748,92,7
2018,1051-2276,95,1
2018,1089-8603,133,7
2018,1474-0346,101,4
2018,1567-133X,47,5
2018,1876-3820,127,10
2018,1889-1837,37,1
2018,2211-9736,95,2
2018,2212-5345,79,1
2018,8755-7223,103,0
2018,0749-5978,54,4
2018,0167-9473,160,5
2018,0739-7240,50,0
2018,2211-5684,150,0
2018,1674-2052,146,26
2018,0001-8791,103,4
2018,0016-3287,95,7
2018,0025-3227,184,13
2018,0031-9384,368,16
2018,0145-2134,339,23
2018,0146-2806,83,0
2018,0165-1684,373,2
2018,0167-9457,182,7
2018,0168-1591,213,7
2018,0169-5347,126,9
2018,0305-0548,245,5
2018,0921-5107,162,0
2018,1044-0283,54,1
2018,1538-5442,74,0
2018,1572-3089,85,8
2018,1751-9918,80,6
2018,1871-1014,59,4
2018,1874-7787,79,10
2018,1874-9399,104,10
2018,2212-8166,95,3
2018,2468-1113,27,4
2018,0047-2727,145,14
2018,0304-4149,149,4
2018,0002-9629,217,6
2018,0010-4485,90,2
2018,0039-6028,218,7
2018,0095-0696,134,10
2018,0272-2712,66,0
2018,0306-4573,80,2
2018,0308-5961,71,4
2018,0997-7546,155,4
2018,1045-1056,69,9
2018,1061-9518,29,1
2018,1164-5563,58,1
2018,1389-5567,25,0
2018,1548-5595,85,1
2018,1616-5047,105,3
2018,1631-0721,101,41
2018,1871-174X,47,0
2018,1877-0320,286,0
2018,2211-4645,48,2
2018,2452-3186,28,1
2018,2452-414X,21,1
2018,2530-0164,108,0
2018,0047-2484,142,4
2018,2352-4677,60,4
2018,0019-3577,95,0
2018,0140-1963,132,3
2018,0163-4453,169,22
2018,0165-0378,176,6
2018,0167-9236,117,2
2018,0301-4622,76,2
2018,0895-6111,84,2
2018,0932-4739,53,1
2018,0957-1787,91,2
2018,0965-2299,187,12
2018,1056-4993,68,0
2018,1062-9408,82,0
2018,1369-8486,37,0
2018,1537-1891,156,8
2018,1743-9671,111,0
2018,1751-4851,106,0
2018,2214-367X,61,3
2018,2352-5525,84,2
2018,2452-3100,86,13
2018,0964-3397,100,3
2018,0887-2333,248,27
2018,1074-7613,259,24
2018,0026-2692,155,1
2018,0092-640X,36,0
2018,0146-6380,182,14
2018,0163-8343,110,3
2018,0733-8627,84,2
2018,1344-6223,99,1
2018,1353-8292,147,22
2018,1476-945X,71,0
2018,2215-0366,338,35
2018,2588-994X,29,0
2018,0022-2011,136,3
2018,0264-3707,77,4
2018,0005-7967,118,4
2018,0022-2496,42,1
2018,0144-8188,36,0
2018,0172-2190,65,1
2018,0276-5624,42,3
2018,0736-5845,133,2
2018,0896-8411,128,21
2018,0956-5221,35,2
2018,0966-3274,63,3
2018,1075-9964,144,9
2018,1359-6101,54,2
2018,1474-7065,91,1
2018,1521-6926,59,0
2018,1747-938X,24,4
2018,1877-5845,33,1
2018,1877-9166,30,1
2018,2210-8033,42,0
2018,2212-4438,35,1
2018,2213-297X,13,0
2018,2214-2894,102,1
2018,2214-5745,124,12
2018,0167-4889,171,13
2018,0927-796X,12,1
2018,0001-2998,54,2
2018,0011-3840,61,0
2018,0021-8502,146,6
2018,0022-1031,157,6
2018,0099-1333,134,3
2018,0166-6851,66,3
2018,0378-2166,165,7
2018,0747-7171,62,1
2018,1161-0301,140,7
2018,1467-8039,60,6
2018,1556-8598,67,0
2018,2095-4964,59,2
2018,2212-6198,31,0
2018,2352-4316,95,5
2018,2405-6014,149,0
2018,0888-7543,59,3
2018,0023-9690,42,1
2018,0272-7358,67,5
2018,0378-3839,157,13
2018,0889-8588,112,1
2018,1044-5323,59,11
2018,1047-8477,156,18
2018,1047-9651,78,0
2018,1089-3261,73,0
2018,1537-5110,204,7
2018,1744-165X,73,0
2018,2212-9588,31,0
2018,0079-6425,58,4
2018,0005-7916,79,1
2018,0020-7519,127,22
2018,0038-0121,40,1
2018,0165-0114,193,3
2018,0191-491X,77,5
2018,0197-4556,55,2
2018,0367-2530,144,3
2018,0740-2570,61,0
2018,0748-5751,24,0
2018,0890-8389,39,2
2018,0939-3625,48,0
2018,0954-349X,59,0
2018,0963-8687,26,2
2018,1003-5257,67,3
2018,1261-694X,119,2
2018,1369-703X,242,7
2018,1568-9883,107,4
2018,1569-4410,75,1
2018,1574-9541,102,8
2018,1746-0689,39,1
2018,1879-9817,78,5
2018,1896-1126,57,1
2018,2212-0548,20,1
2018,0001-6918,186,4
2018,0011-2275,124,2
2018,0014-3855,75,0
2018,0014-4800,92,2
2018,0030-5898,80,0
2018,0190-0528,39,12
2018,0301-0082,56,8
2018,0894-1130,124,0
2018,0967-0637,130,8
2018,1042-3680,79,0
2018,1044-7431,105,10
2018,1158-1360,57,0
2018,1479-666X,70,1
2018,1551-7136,76,1
2018,1557-5063,70,0
2018,1570-6443,50,1
2018,1879-7261,105,0
2018,0967-070X,187,9
2018,0065-1281,104,2
2018,0167-7187,80,0
2018,0197-4572,150,4
2018,0214-9168,40,1
2018,0301-4681,40,1
2018,0378-7206,80,0
2018,0924-2244,218,16
2018,0958-9465,232,2
2018,0960-3085,82,2
2018,2212-828X,38,2
2018,0031-9406,65,2
2018,0079-6816,10,1
2018,0091-3057,119,3
2018,0168-9525,98,7
2018,0313-5926,57,1
2018,0926-2245,83,1
2018,0945-053X,130,12
2018,1286-0115,168,0
2018,1350-4487,166,13
2018,1619-9987,71,0
2018,1754-5048,82,6
2018,1874-5482,43,2
2019,0021-9975,264,2
2019,0047-2352,63,2
2019,0047-2484,137,2
2019,0047-2727,107,7
2019,0165-0270,296,32
2019,0165-4896,52,1
2019,0166-0462,79,2
2019,0196-9781,124,4
2019,0263-7863,72,0
2019,0271-5309,48,1
2019,0301-4681,38,6
2019,0304-3800,252,17
2019,0304-4165,186,13
2019,0304-419X,65,12
2019,0360-1315,200,11
2019,0733-5210,192,7
2019,0923-1811,128,11
2019,0924-2031,103,3
2019,0924-2716,222,23
2019,0925-4927,117,4
2019,0950-5849,145,1
2019,0953-6205,299,6
2019,1043-2760,104,7
2019,1047-8477,144,21
2019,1096-4959,104,2
2019,1261-694X,89,0
2019,1385-1101,98,5
2019,1558-7878,146,6
2019,1566-0702,77,3
2019,1574-1818,59,2
2019,1755-5817,35,1
2019,1934-5925,227,7
2019,0167-4943,176,8
2019,1631-0705,72,49
2019,1877-0657,140,3
2019,0022-1910,121,5
2019,0022-4405,66,0
2019,0039-6109,120,0
2019,0168-1702,229,13
2019,0272-7358,64,10
2019,0301-0082,74,15
2019,0891-4222,131,3
2019,0929-1199,120,9
2019,0939-3889,51,4
2019,0959-437X,76,7
2019,0965-206X,45,6
2019,0965-2299,291,12
2019,1078-1439,286,6
2019,1094-5539,82,4
2019,1146-609X,82,2
2019,1471-4914,116,11
2019,1521-6942,50,4
2019,1751-4851,71,0
2019,1752-928X,150,6
2019,1879-7261,120,1
2019,1874-7787,81,8
2019,1631-0721,83,27
2019,0149-2918,251,35
2019,0018-506X,133,6
2019,0075-9511,52,1
2019,0143-8166,233,7
2019,0160-2896,67,4
2019,0272-5231,80,1
2019,0278-4165,86,3
2019,0304-3932,171,10
2019,0364-5916,134,1
2019,0370-1573,51,8
2019,0738-0593,123,6
2019,0963-8695,137,5
2019,0985-0562,262,1
2019,1080-6032,107,3
2019,1340-3540,55,0
2019,1756-0616,54,0
2019,1871-1871,75,7
2019,2210-5395,38,2
2019,2211-6753,58,0
2019,2212-6570,43,2
2019,2215-0366,343,42
2019,2352-2496,27,0
2019,2405-4569,302,7
2019,2405-8033,100,7
2019,1525-1578,118,18
2019,1674-2052,167,26
2019,0003-2697,276,11
2019,0142-727X,145,5
2019,0168-874X,58,1
2019,0361-476X,90,7
2019,0952-7915,99,4
2019,0959-4752,106,11
2019,1074-7613,255,23
2019,1098-8823,48,1
2019,1359-0294,89,5
2019,1499-2671,274,6
2019,1525-0016,234,38
2019,1542-0124,114,10
2019,1568-9883,118,4
2019,1572-3089,53,1
2019,1751-9918,110,5
2019,1877-1327,66,0
2019,2210-8440,64,1
2019,0022-1996,80,7
2019,0143-4160,93,8
2019,0165-1889,123,4
2019,0378-3782,183,5
2019,0928-7655,44,2
2019,1079-9796,76,3
2019,1090-5138,66,3
2019,1701-2163,495,11
2019,2212-828X,52,7
2019,2444-3824,160,0
2019,0021-8502,108,4
2019,0079-6565,21,4
2019,0167-6245,20,0
2019,0172-2190,47,3
2019,0190-0528,48,8
2019,0304-3878,89,10
2019,0889-8529,82,1
2019,0928-4680,46,1
2019,0944-5013,103,5
2019,0960-7404,139,6
2019,0964-3397,92,3
2019,0968-0004,121,13
2019,1471-4892,113,10
2019,1877-5756,61,10
2019,1877-5845,37,1
2019,1877-9166,33,3
2019,2210-8033,76,0
2019,2211-2669,17,2
2019,2213-4344,27,5
2019,2214-3912,84,2
2019,2214-6350,72,2
2019,2405-4526,88,6
2019,2452-2198,45,0
2019,0009-3084,113,9
2019,0261-5606,147,6
2019,0301-472X,338,10
2019,0950-4230,193,4
2019,0955-470X,27,1
2019,0960-3085,162,3
2019,1053-8100,122,13
2019,1158-1360,48,1
2019,1746-8094,284,11
2019,1877-7503,114,8
2019,1883-1958,112,4
2019,2211-9736,108,4
2019,2213-1337,39,3
2019,2468-7855,204,1
2019,1350-9462,58,13
2019,0001-8791,120,3
2019,0146-0005,98,1
2019,0149-7189,119,13
2019,0167-8116,65,16
2019,0168-9525,105,15
2019,0197-3975,105,9
2019,0278-2626,127,13
2019,0883-9417,130,3
2019,0921-4534,139,2
2019,1044-0283,65,1
2019,1063-5203,106,4
2019,1462-3889,107,7
2019,1878-1241,45,1
2019,1959-0318,48,0
2019,2213-0764,53,3
2019,2352-1864,132,0
2019,2405-9390,99,2
2019,0025-3227,163,14
2019,0029-6554,132,2
2019,0090-3752,24,0
2019,0144-8188,51,1
2019,0176-2680,94,5
2019,0193-953X,73,2
2019,0262-8856,93,2
2019,0377-0265,37,2
2019,0747-7171,122,3
2019,1050-1738,175,21
2019,1386-4181,46,0
2019,1566-0141,62,1
2019,1875-5100,258,4
2019,0362-546X,235,1
2019,0020-7225,107,5
2019,0090-2616,71,3
2019,0169-2070,150,6
2019,2211-9124,78,39
2019,2214-1588,14,0
2019,0169-7722,85,12
2019,0014-3855,80,1
