issn,subject_area,top_level
2214-7993,Life Sciences,Immunology and Microbiology
2352-5509,Physical Sciences,Environmental Science
2352-5509,Physical Sciences,Energy
2352-5509,Physical Sciences,Engineering
0141-9382,Physical Sciences,Engineering
0141-9382,Physical Sciences,Computer Science
1050-6411,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1050-6411,Health Sciences,Medicine
1050-6411,Life Sciences,Neuroscience
0981-9428,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
0981-9428,Life Sciences,Agricultural and Biological Sciences
0020-7519,Life Sciences,Immunology and Microbiology
0020-7519,Health Sciences,Medicine
0003-9969,Health Sciences,Dentistry
0003-9969,Health Sciences,Medicine
0003-9969,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
0021-9924,Social Sciences,Social Sciences
0021-9924,Social Sciences,Psychology
0021-9924,Health Sciences,Health Professions
0021-9924,Life Sciences,Neuroscience
0021-9924,Health Sciences,Nursing
0160-2527,Health Sciences,Medicine
0160-2527,Social Sciences,Social Sciences
0304-3878,Social Sciences,"Economics, Econometrics and Finance"
0304-3878,Social Sciences,Social Sciences
0379-0738,Health Sciences,Medicine
0733-5210,Life Sciences,Agricultural and Biological Sciences
0733-5210,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1071-9164,Health Sciences,Medicine
1570-677X,Social Sciences,"Economics, Econometrics and Finance"
1617-1381,Physical Sciences,Environmental Science
1747-938X,Social Sciences,Social Sciences
2468-0451,Health Sciences,Medicine
2468-0451,Health Sciences,Nursing
0004-3702,Social Sciences,Social Sciences
0004-3702,Physical Sciences,Computer Science
0004-3702,Social Sciences,Arts and Humanities
0031-4056,Life Sciences,Agricultural and Biological Sciences
0275-5319,Social Sciences,"Economics, Econometrics and Finance"
0275-5319,Social Sciences,"Business, Management and Accounting"
1469-0292,Social Sciences,Psychology
2213-2198,Health Sciences,Medicine
1569-1993,Health Sciences,Medicine
0040-6031,Physical Sciences,Physics and Astronomy
0040-6031,Physical Sciences,Chemistry
0145-2126,Health Sciences,Medicine
0145-2126,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
0263-2373,Social Sciences,"Business, Management and Accounting"
0278-4165,Social Sciences,Arts and Humanities
0278-4165,Social Sciences,Social Sciences
0393-0440,Physical Sciences,Mathematics
0393-0440,Physical Sciences,Physics and Astronomy
0891-5520,Health Sciences,Medicine
0960-0760,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
0960-0760,Health Sciences,Medicine
1002-0721,Physical Sciences,Chemistry
1002-0721,Physical Sciences,Earth and Planetary Sciences
1744-165X,Health Sciences,Medicine
1876-2018,Health Sciences,Medicine
1876-2018,Social Sciences,Psychology
1877-9166,Social Sciences,Social Sciences
1877-9166,Social Sciences,"Economics, Econometrics and Finance"
1879-7261,Health Sciences,Medicine
2213-297X,Social Sciences,"Business, Management and Accounting"
2468-1229,Health Sciences,Medicine
0010-0285,Social Sciences,Psychology
0010-0285,Social Sciences,Social Sciences
0010-0285,Physical Sciences,Computer Science
0377-0257,Physical Sciences,Engineering
0377-0257,Physical Sciences,Physics and Astronomy
0377-0257,Physical Sciences,Chemical Engineering
0377-0257,Physical Sciences,Materials Science
0377-0257,Physical Sciences,Mathematics
1347-4367,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics"
1347-4367,Health Sciences,Medicine
1359-0294,Physical Sciences,Chemical Engineering
1359-0294,Physical Sciences,Physics and Astronomy
1359-0294,Physical Sciences,Chemistry
1359-0294,Physical Sciences,Materials Science
2211-8160,Health Sciences,Medicine
2211-8160,Health Sciences,Nursing
2212-0955,Social Sciences,Social Sciences
2212-0955,Physical Sciences,Earth and Planetary Sciences
2212-0955,Physical Sciences,Environmental Science
2212-9820,Physical Sciences,Environmental Science
2212-9820,Physical Sciences,Chemical Engineering
0022-2011,Life Sciences,Agricultural and Biological Sciences
0049-089X,Social Sciences,Social Sciences
0090-2616,Social Sciences,Social Sciences
0090-2616,Social Sciences,"Business, Management and Accounting"
0090-2616,Social Sciences,Psychology
0740-8188,Physical Sciences,Computer Science
0740-8188,Social Sciences,Social Sciences
0927-6505,Physical Sciences,Physics and Astronomy
2405-4690,Health Sciences,Medicine
0160-2896,Social Sciences,Psychology
0160-2896,Social Sciences,Arts and Humanities
1631-0713,Physical Sciences,Earth and Planetary Sciences
1631-0713,Physical Sciences,Environmental Science
1350-9462,Life Sciences,Neuroscience
1350-9462,Health Sciences,Medicine
0022-0000,Physical Sciences,Computer Science
0022-0000,Physical Sciences,Mathematics
0024-3841,Social Sciences,Arts and Humanities
0024-3841,Social Sciences,Social Sciences
0146-6380,Physical Sciences,Earth and Planetary Sciences
0263-7863,Social Sciences,"Business, Management and Accounting"
1044-5323,Life Sciences,Immunology and Microbiology
1044-5323,Health Sciences,Medicine
1934-1482,Health Sciences,Medicine
1934-1482,Health Sciences,Health Professions
1934-1482,Life Sciences,Neuroscience
1574-1192,Physical Sciences,Computer Science
1751-570X,Physical Sciences,Computer Science
1751-570X,Physical Sciences,Mathematics
1751-570X,Physical Sciences,Engineering
1077-3142,Physical Sciences,Computer Science
0163-7258,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics"
0163-7258,Health Sciences,Medicine
1478-4092,Social Sciences,"Business, Management and Accounting"
0038-0121,Social Sciences,Decision Sciences
0038-0121,Social Sciences,"Business, Management and Accounting"
0038-0121,Social Sciences,Social Sciences
0038-0121,Social Sciences,"Economics, Econometrics and Finance"
0044-5231,Life Sciences,Agricultural and Biological Sciences
0095-5108,Health Sciences,Medicine
0142-694X,Physical Sciences,Engineering
0142-694X,Social Sciences,Arts and Humanities
0142-694X,Physical Sciences,Computer Science
0142-694X,Social Sciences,Social Sciences
0146-2806,Health Sciences,Medicine
0921-8890,Physical Sciences,Computer Science
0921-8890,Physical Sciences,Mathematics
0921-8890,Physical Sciences,Engineering
0950-4230,Life Sciences,Agricultural and Biological Sciences
0950-4230,Physical Sciences,Engineering
0950-4230,Social Sciences,Decision Sciences
0950-4230,Physical Sciences,Chemical Engineering
0950-4230,Physical Sciences,Energy
1051-1377,Social Sciences,"Economics, Econometrics and Finance"
1164-5563,Life Sciences,Immunology and Microbiology
1164-5563,Life Sciences,Agricultural and Biological Sciences
1322-7696,Health Sciences,Nursing
1567-133X,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1636-6522,Health Sciences,Medicine
1636-6522,Health Sciences,Nursing
1871-1871,Social Sciences,Social Sciences
1879-9817,Social Sciences,Arts and Humanities
1879-9817,Health Sciences,Medicine
1896-1126,Health Sciences,Medicine
2212-4292,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
2212-4292,Life Sciences,Agricultural and Biological Sciences
2213-624X,Social Sciences,Social Sciences
0168-0072,Physical Sciences,Mathematics
0378-7206,Social Sciences,Decision Sciences
0378-7206,Social Sciences,"Business, Management and Accounting"
0378-7206,Physical Sciences,Computer Science
0951-8339,Physical Sciences,Materials Science
0951-8339,Physical Sciences,Engineering
1619-9987,Health Sciences,Medicine
2213-9095,Health Sciences,Medicine
1042-4431,Social Sciences,"Economics, Econometrics and Finance"
1631-0683,Physical Sciences,Earth and Planetary Sciences
0011-8532,Health Sciences,Dentistry
0048-7333,Social Sciences,"Business, Management and Accounting"
0048-7333,Social Sciences,Decision Sciences
0268-4012,Social Sciences,Decision Sciences
0268-4012,Social Sciences,"Business, Management and Accounting"
0268-4012,Physical Sciences,Computer Science
0268-4012,Social Sciences,Social Sciences
0733-8635,Health Sciences,Medicine
0743-7315,Physical Sciences,Computer Science
0743-7315,Physical Sciences,Mathematics
0923-2508,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
0923-2508,Life Sciences,Immunology and Microbiology
1474-0346,Physical Sciences,Computer Science
1876-1399,Physical Sciences,Mathematics
1876-1399,Social Sciences,Social Sciences
1876-1399,Health Sciences,Nursing
2214-8604,Physical Sciences,Materials Science
2214-8604,Physical Sciences,Engineering
2405-8297,Physical Sciences,Materials Science
2405-8297,Physical Sciences,Energy
0167-9457,Health Sciences,Medicine
0167-9457,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
0167-9457,Social Sciences,Psychology
1476-9271,Physical Sciences,Mathematics
1476-9271,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1476-9271,Physical Sciences,Chemistry
1383-5742,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1383-5742,Physical Sciences,Environmental Science
2214-2126,Physical Sciences,Computer Science
2214-2126,Physical Sciences,Engineering
0012-1606,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
0739-8859,Social Sciences,Social Sciences
0739-8859,Social Sciences,"Economics, Econometrics and Finance"
0884-2175,Health Sciences,Nursing
0924-7963,Physical Sciences,Earth and Planetary Sciences
0924-7963,Life Sciences,Agricultural and Biological Sciences
1743-9671,Physical Sciences,Energy
1743-9671,Physical Sciences,Engineering
1743-9671,Physical Sciences,Physics and Astronomy
1751-1577,Social Sciences,Social Sciences
1751-1577,Physical Sciences,Computer Science
1878-6146,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1878-6146,Life Sciences,Agricultural and Biological Sciences
1878-6146,Health Sciences,Medicine
2211-6753,Physical Sciences,Environmental Science
2211-6753,Physical Sciences,Mathematics
2211-6753,Physical Sciences,Earth and Planetary Sciences
0278-5846,Life Sciences,Neuroscience
0278-5846,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics"
0987-7053,Health Sciences,Medicine
0987-7053,Life Sciences,Neuroscience
1959-0318,Physical Sciences,Engineering
1959-0318,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
2405-8300,Physical Sciences,Chemistry
0022-1910,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
0022-1910,Life Sciences,Agricultural and Biological Sciences
0732-118X,Social Sciences,Psychology
1357-3039,Health Sciences,Medicine
1627-4830,Health Sciences,Medicine
0301-4207,Social Sciences,"Economics, Econometrics and Finance"
0301-4207,Physical Sciences,Environmental Science
0301-4207,Social Sciences,Social Sciences
1744-117X,Life Sciences,Agricultural and Biological Sciences
1744-117X,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
2212-4438,Health Sciences,Dentistry
2452-0144,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
2405-8513,Social Sciences,"Economics, Econometrics and Finance"
0030-4387,Social Sciences,Social Sciences
0144-8609,Life Sciences,Agricultural and Biological Sciences
1095-6433,Life Sciences,Agricultural and Biological Sciences
1095-6433,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1309-1042,Physical Sciences,Environmental Science
1309-1042,Physical Sciences,Earth and Planetary Sciences
1566-2535,Physical Sciences,Computer Science
1889-1837,Health Sciences,Medicine
0027-9684,Health Sciences,Medicine
0197-0186,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
0197-0186,Life Sciences,Neuroscience
0262-8856,Physical Sciences,Computer Science
0378-8733,Social Sciences,Psychology
0378-8733,Social Sciences,Social Sciences
0887-7963,Health Sciences,Medicine
0887-7963,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1548-5595,Health Sciences,Medicine
0022-474X,Life Sciences,Agricultural and Biological Sciences
0379-7112,Physical Sciences,Engineering
0379-7112,Physical Sciences,Materials Science
0379-7112,Physical Sciences,Chemistry
0379-7112,Physical Sciences,Physics and Astronomy
0093-7754,Health Sciences,Medicine
1052-5149,Health Sciences,Medicine
1087-0792,Health Sciences,Medicine
1087-0792,Life Sciences,Neuroscience
0167-4870,Social Sciences,Social Sciences
0167-4870,Social Sciences,Psychology
0167-4870,Social Sciences,"Economics, Econometrics and Finance"
1760-2734,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1760-2734,Health Sciences,Veterinary
2352-2208,Physical Sciences,Computer Science
2352-2208,Physical Sciences,Mathematics
0022-4359,Social Sciences,"Business, Management and Accounting"
0740-2570,Health Sciences,Medicine
1036-7314,Health Sciences,Nursing
2214-1405,Physical Sciences,Environmental Science
2214-1405,Physical Sciences,Engineering
2214-1405,Social Sciences,Social Sciences
2214-1405,Health Sciences,Medicine
2530-0164,Health Sciences,Nursing
2530-0164,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
2530-0164,Health Sciences,Medicine
0167-8396,Physical Sciences,Engineering
0167-8396,Physical Sciences,Computer Science
0167-8396,Physical Sciences,Mathematics
0172-2190,Physical Sciences,Chemical Engineering
0172-2190,Physical Sciences,Energy
0172-2190,Physical Sciences,Computer Science
0172-2190,Social Sciences,Social Sciences
0272-5231,Health Sciences,Medicine
0304-4068,Physical Sciences,Mathematics
0304-4068,Social Sciences,"Economics, Econometrics and Finance"
1472-8117,Social Sciences,Social Sciences
1472-8117,Social Sciences,"Business, Management and Accounting"
1521-6926,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1521-6926,Health Sciences,Medicine
2210-5395,Social Sciences,"Business, Management and Accounting"
2210-5395,Social Sciences,Decision Sciences
2210-5395,Social Sciences,"Economics, Econometrics and Finance"
2210-5395,Social Sciences,Social Sciences
2212-5345,Health Sciences,Medicine
0040-5809,Life Sciences,Agricultural and Biological Sciences
0094-1298,Health Sciences,Medicine
0121-8123,Health Sciences,Medicine
0278-2626,Social Sciences,Psychology
0278-2626,Life Sciences,Neuroscience
0278-2626,Social Sciences,Arts and Humanities
1094-2025,Social Sciences,"Economics, Econometrics and Finance"
2468-7812,Health Sciences,Health Professions
1471-4892,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics"
1471-4906,Health Sciences,Medicine
1471-4906,Life Sciences,Immunology and Microbiology
2050-0521,Health Sciences,Medicine
2452-2627,Physical Sciences,Materials Science
0378-4754,Physical Sciences,Mathematics
0378-4754,Physical Sciences,Computer Science
1075-2935,Social Sciences,Social Sciences
1075-2935,Social Sciences,Arts and Humanities
1433-8319,Life Sciences,Agricultural and Biological Sciences
0272-7358,Social Sciences,Psychology
0272-7358,Health Sciences,Medicine
2213-3291,Physical Sciences,Chemical Engineering
2213-3291,Life Sciences,Immunology and Microbiology
2213-3291,Life Sciences,Agricultural and Biological Sciences
0147-619X,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1047-9651,Health Sciences,Health Professions
1047-9651,Health Sciences,Medicine
1059-0560,Social Sciences,"Economics, Econometrics and Finance"
1064-9689,Health Sciences,Medicine
1570-8268,Physical Sciences,Computer Science
2468-7847,Health Sciences,Medicine
0304-4203,Physical Sciences,Environmental Science
0304-4203,Physical Sciences,Earth and Planetary Sciences
0304-4203,Physical Sciences,Chemistry
1568-1637,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1568-1637,Life Sciences,Neuroscience
2468-8231,Physical Sciences,Chemical Engineering
2468-8231,Physical Sciences,Chemistry
0889-1583,Social Sciences,Social Sciences
0889-1583,Social Sciences,"Economics, Econometrics and Finance"
0927-5398,Social Sciences,"Economics, Econometrics and Finance"
1359-6101,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1359-6101,Life Sciences,Immunology and Microbiology
1359-6101,Health Sciences,Medicine
1462-3889,Health Sciences,Nursing
1479-666X,Health Sciences,Medicine
1877-5756,Health Sciences,Nursing
1877-5756,Health Sciences,Medicine
2211-3681,Social Sciences,Psychology
2211-6923,Health Sciences,Dentistry
2211-6923,Health Sciences,Medicine
2352-2267,Social Sciences,Arts and Humanities
2352-2267,Social Sciences,Social Sciences
2452-2198,Life Sciences,Agricultural and Biological Sciences
2468-7855,Health Sciences,Dentistry
2468-7855,Health Sciences,Medicine
0161-4754,Health Sciences,Health Professions
0885-2014,Social Sciences,Psychology
0899-8256,Social Sciences,"Economics, Econometrics and Finance"
1042-9573,Social Sciences,"Economics, Econometrics and Finance"
1098-8823,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics"
1098-8823,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1130-8621,Health Sciences,Nursing
0165-4101,Social Sciences,"Business, Management and Accounting"
0165-4101,Social Sciences,"Economics, Econometrics and Finance"
0304-419X,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
0304-419X,Health Sciences,Medicine
1355-2198,Physical Sciences,Physics and Astronomy
1355-2198,Social Sciences,Arts and Humanities
1466-8564,Physical Sciences,Engineering
1466-8564,Life Sciences,Agricultural and Biological Sciences
1466-8564,Physical Sciences,Chemistry
1755-4586,Social Sciences,Psychology
1878-1241,Health Sciences,Medicine
1878-1241,Health Sciences,Nursing
2211-6958,Social Sciences,Social Sciences
0001-2998,Health Sciences,Medicine
1756-0616,Social Sciences,Social Sciences
2210-6561,Social Sciences,Social Sciences
2405-4526,Social Sciences,Social Sciences
2451-9049,Physical Sciences,Chemical Engineering
2452-3186,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
0011-2275,Physical Sciences,Materials Science
0011-2275,Physical Sciences,Physics and Astronomy
0272-7757,Social Sciences,Social Sciences
0272-7757,Social Sciences,"Economics, Econometrics and Finance"
0957-1787,Social Sciences,Social Sciences
0957-1787,Physical Sciences,Environmental Science
0957-1787,Social Sciences,"Business, Management and Accounting"
0973-0826,Physical Sciences,Environmental Science
0973-0826,Social Sciences,Social Sciences
0973-0826,Physical Sciences,Energy
1389-0417,Social Sciences,Psychology
1389-0417,Life Sciences,Neuroscience
1389-0417,Physical Sciences,Computer Science
2468-7189,Health Sciences,Medicine
0925-7721,Physical Sciences,Mathematics
0925-7721,Physical Sciences,Computer Science
0163-6383,Social Sciences,Psychology
0265-9646,Physical Sciences,Earth and Planetary Sciences
0265-9646,Social Sciences,"Economics, Econometrics and Finance"
0265-9646,Social Sciences,Social Sciences
1385-1101,Life Sciences,Agricultural and Biological Sciences
1385-1101,Physical Sciences,Earth and Planetary Sciences
1755-5817,Physical Sciences,Engineering
2352-9385,Social Sciences,Social Sciences
2352-9385,Physical Sciences,Earth and Planetary Sciences
0377-0265,Physical Sciences,Earth and Planetary Sciences
0958-1669,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
0958-1669,Physical Sciences,Engineering
0958-1669,Physical Sciences,Chemical Engineering
0964-3397,Health Sciences,Nursing
1073-8746,Health Sciences,Dentistry
1932-2275,Health Sciences,Medicine
2212-9588,Health Sciences,Medicine
2352-0094,Life Sciences,Agricultural and Biological Sciences
2352-9245,Physical Sciences,Materials Science
2352-9245,Physical Sciences,Computer Science
0723-2020,Life Sciences,Immunology and Microbiology
0723-2020,Life Sciences,Agricultural and Biological Sciences
1550-7424,Life Sciences,Agricultural and Biological Sciences
1550-7424,Physical Sciences,Environmental Science
0090-3752,Physical Sciences,Physics and Astronomy
0890-8389,Social Sciences,"Business, Management and Accounting"
1261-694X,Health Sciences,Medicine
2468-1113,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics"
2468-1113,Physical Sciences,Computer Science
2468-1113,Physical Sciences,Environmental Science
0167-8116,Social Sciences,"Business, Management and Accounting"
0191-491X,Social Sciences,Social Sciences
0882-6110,Social Sciences,"Economics, Econometrics and Finance"
0882-6110,Social Sciences,"Business, Management and Accounting"
1755-2966,Social Sciences,Psychology
1755-2966,Health Sciences,Medicine
1878-7789,Physical Sciences,Mathematics
1878-7789,Physical Sciences,Computer Science
1878-7789,Physical Sciences,Engineering
2352-2496,Physical Sciences,Environmental Science
2352-2496,Life Sciences,Agricultural and Biological Sciences
2352-801X,Physical Sciences,Environmental Science
2352-801X,Social Sciences,Social Sciences
0928-7655,Social Sciences,"Economics, Econometrics and Finance"
1094-9968,Social Sciences,"Business, Management and Accounting"
0933-3657,Physical Sciences,Computer Science
0933-3657,Health Sciences,Medicine
1355-1841,Health Sciences,Nursing
1441-3523,Social Sciences,"Business, Management and Accounting"
1441-3523,Social Sciences,Decision Sciences
1533-0028,Health Sciences,Medicine
2211-8837,Health Sciences,Medicine
2211-8837,Physical Sciences,Engineering
0923-4748,Social Sciences,Decision Sciences
0923-4748,Social Sciences,"Business, Management and Accounting"
0923-4748,Physical Sciences,Engineering
1883-1958,Health Sciences,Dentistry
2352-507X,Physical Sciences,Physics and Astronomy
2352-507X,Physical Sciences,Materials Science
2352-507X,Physical Sciences,Chemistry
1441-3582,Social Sciences,"Economics, Econometrics and Finance"
1441-3582,Social Sciences,"Business, Management and Accounting"
0960-7404,Health Sciences,Medicine
1439-1791,Life Sciences,Agricultural and Biological Sciences
2214-2894,Life Sciences,Agricultural and Biological Sciences
2214-2894,Health Sciences,Medicine
2214-2894,Physical Sciences,Materials Science
2214-2894,Physical Sciences,Engineering
2451-8476,Health Sciences,Medicine
0361-476X,Social Sciences,Social Sciences
0361-476X,Social Sciences,Psychology
1574-9541,Physical Sciences,Computer Science
1574-9541,Physical Sciences,Mathematics
1574-9541,Physical Sciences,Environmental Science
1574-9541,Life Sciences,Agricultural and Biological Sciences
0079-6816,Physical Sciences,Materials Science
0079-6816,Physical Sciences,Chemistry
0079-6816,Physical Sciences,Physics and Astronomy
2110-7017,Social Sciences,"Business, Management and Accounting"
2110-7017,Social Sciences,"Economics, Econometrics and Finance"
0047-6374,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1092-9126,Health Sciences,Medicine
0733-8619,Health Sciences,Medicine
1269-1763,Social Sciences,Psychology
1434-4610,Life Sciences,Immunology and Microbiology
0956-5221,Social Sciences,"Business, Management and Accounting"
0956-5221,Social Sciences,Psychology
1755-5345,Physical Sciences,Mathematics
1755-5345,Social Sciences,Decision Sciences
2210-5379,Physical Sciences,Engineering
2210-5379,Physical Sciences,Computer Science
2468-1709,Physical Sciences,Chemistry
2468-1709,Physical Sciences,Materials Science
2468-1709,Health Sciences,Medicine
2468-1709,Social Sciences,Social Sciences
0163-7827,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
0079-6425,Physical Sciences,Materials Science
2210-6502,Physical Sciences,Computer Science
2210-6502,Physical Sciences,Mathematics
0939-3625,Social Sciences,"Economics, Econometrics and Finance"
1089-2516,Health Sciences,Medicine
1877-5845,Health Sciences,Medicine
1877-5845,Physical Sciences,Environmental Science
1877-5845,Social Sciences,Social Sciences
1938-9736,Health Sciences,Veterinary
2212-8166,Health Sciences,Medicine
2588-994X,Health Sciences,Nursing
0094-1190,Social Sciences,Social Sciences
0094-1190,Social Sciences,"Economics, Econometrics and Finance"
1871-6784,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1871-6784,Physical Sciences,Chemical Engineering
2214-367X,Social Sciences,Social Sciences
2589-5974,Physical Sciences,Chemistry
0360-1285,Physical Sciences,Chemical Engineering
0360-1285,Physical Sciences,Energy
1044-579X,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1526-0542,Health Sciences,Medicine
0160-9327,Social Sciences,Arts and Humanities
0398-7620,Health Sciences,Medicine
1040-2608,Social Sciences,Social Sciences
1075-4253,Social Sciences,"Business, Management and Accounting"
1075-4253,Social Sciences,"Economics, Econometrics and Finance"
2213-0780,Social Sciences,"Business, Management and Accounting"
2452-414X,Social Sciences,Decision Sciences
2452-414X,Physical Sciences,Engineering
1576-9887,Life Sciences,Immunology and Microbiology
1576-9887,Health Sciences,Medicine
2590-0412,Health Sciences,Medicine
0748-5751,Social Sciences,"Business, Management and Accounting"
0748-5751,Social Sciences,Social Sciences
2212-1099,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics"
2212-1099,Health Sciences,Medicine
2212-1099,Social Sciences,"Economics, Econometrics and Finance"
2212-8689,Social Sciences,Social Sciences
2212-8689,Physical Sciences,Computer Science
1874-5482,Social Sciences,Decision Sciences
1874-5482,Physical Sciences,Engineering
1874-5482,Physical Sciences,Mathematics
1874-5482,Physical Sciences,Computer Science
0190-0528,Physical Sciences,Environmental Science
0190-0528,Social Sciences,Social Sciences
2210-9706,Physical Sciences,Computer Science
2210-9706,Physical Sciences,Mathematics
0846-5371,Health Sciences,Medicine
1569-4410,Physical Sciences,Computer Science
1569-4410,Physical Sciences,Physics and Astronomy
1569-4410,Physical Sciences,Materials Science
1569-4410,Physical Sciences,Engineering
0370-1573,Physical Sciences,Physics and Astronomy
1349-0079,Health Sciences,Medicine
1349-0079,Health Sciences,Dentistry
1349-0079,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
0308-5961,Physical Sciences,Engineering
0308-5961,Social Sciences,Social Sciences
0308-5961,Physical Sciences,Computer Science
1566-0141,Social Sciences,"Economics, Econometrics and Finance"
1566-0141,Social Sciences,"Business, Management and Accounting"
2211-9124,Life Sciences,Agricultural and Biological Sciences
2211-9124,Physical Sciences,Engineering
2211-9124,Physical Sciences,Environmental Science
2211-9124,Social Sciences,Social Sciences
1090-9443,Social Sciences,"Economics, Econometrics and Finance"
2352-5738,Physical Sciences,Materials Science
2352-3093,Physical Sciences,Engineering
2352-3093,Health Sciences,Medicine
2352-3093,Social Sciences,Social Sciences
2352-3093,Physical Sciences,Physics and Astronomy
0148-6195,Social Sciences,"Business, Management and Accounting"
0148-6195,Social Sciences,"Economics, Econometrics and Finance"
0214-9168,Health Sciences,Medicine
1369-8486,Social Sciences,Arts and Humanities
0883-9026,Social Sciences,"Business, Management and Accounting"
2452-2929,Social Sciences,Social Sciences
2452-2929,Social Sciences,"Economics, Econometrics and Finance"
0305-9006,Social Sciences,Social Sciences
1572-5286,Physical Sciences,Computer Science
1572-5286,Physical Sciences,Mathematics
0079-6727,Physical Sciences,Materials Science
0079-6727,Physical Sciences,Physics and Astronomy
0079-6727,Physical Sciences,Engineering
1642-3593,Life Sciences,Agricultural and Biological Sciences
2452-3100,Physical Sciences,Computer Science
2452-3100,Physical Sciences,Mathematics
2452-3100,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
2452-3100,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics"
0304-3886,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
0304-3886,Physical Sciences,Materials Science
0304-3886,Physical Sciences,Engineering
0304-3886,Physical Sciences,Physics and Astronomy
0023-9690,Social Sciences,Social Sciences
0023-9690,Social Sciences,Psychology
1044-0283,Social Sciences,"Economics, Econometrics and Finance"
0167-6245,Physical Sciences,Environmental Science
0167-6245,Social Sciences,"Economics, Econometrics and Finance"
0161-8938,Social Sciences,"Economics, Econometrics and Finance"
2405-8866,Physical Sciences,Computer Science
2405-8866,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
2405-8866,Physical Sciences,Engineering
0197-4556,Health Sciences,Health Professions
0197-4556,Social Sciences,Psychology
0197-4556,Health Sciences,Medicine
0301-4681,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
2212-6570,Health Sciences,Medicine
2405-6030,Health Sciences,Nursing
2405-6030,Health Sciences,Medicine
1368-7646,Health Sciences,Medicine
1368-7646,Life Sciences,"Biochemistry, Genetics and Molecular Biology"
1368-7646,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics"
2452-0748,Social Sciences,Social Sciences
2452-0748,Health Sciences,Medicine
2452-0748,Physical Sciences,Engineering
2452-0748,Physical Sciences,Materials Science
0963-8687,Social Sciences,Decision Sciences
0963-8687,Physical Sciences,Computer Science
0963-8687,Social Sciences,"Business, Management and Accounting"
0014-4983,Social Sciences,Arts and Humanities
0014-4983,Social Sciences,"Economics, Econometrics and Finance"
0146-6410,Physical Sciences,Physics and Astronomy
0315-0860,Social Sciences,Arts and Humanities
0315-0860,Physical Sciences,Mathematics
1071-9091,Health Sciences,Medicine
2352-6483,Health Sciences,Medicine
2352-6483,Physical Sciences,Computer Science
2352-6483,Health Sciences,Health Professions
2214-1588,Physical Sciences,Chemistry
2214-1588,Physical Sciences,Environmental Science
0954-349X,Social Sciences,"Economics, Econometrics and Finance"
2352-5541,Physical Sciences,Environmental Science
2352-5541,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics"
2590-2865,Life Sciences,Agricultural and Biological Sciences
2352-3808,Physical Sciences,Earth and Planetary Sciences
2352-3808,Physical Sciences,Engineering
1570-8667,Physical Sciences,Computer Science
1570-8667,Physical Sciences,Mathematics
